gameSlug,videoSrc,imgSrc,url,name,score,type
bullet-force-multiplayer,https://videos.crazygames.com/bullet-force-multiplayer/6/bullet-force-multiplayer-180x111.mp4,"https://images.crazygames.com/bulletforcemultiplayerc.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/bullet-force-multiplayer,"
Bullet Force ","
9.2 ",home
madalin-stunt-cars-2,https://videos.crazygames.com/madalin-stunt-cars-2/2/madalin-stunt-cars-2-180x111.mp4,"https://images.crazygames.com/madalinstuntcars2b.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/madalin-stunt-cars-2,"
Madalin Stunt Cars 2 ","
9.3 ",home
krunker-io,https://videos.crazygames.com/krunker-io/2/krunker-io-180x111.mp4,"https://images.crazygames.com/krunkerio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/krunker-io,"
Krunker.io ","
9.3 ",home
shellshockersio,https://videos.crazygames.com/shellshockersio/1/shellshockersio-180x111.mp4,"https://images.crazygames.com/shellshockio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/shellshockersio,"
Shell Shockers ","
9.3 ",home
basketball-stars-2019,https://videos.crazygames.com/basketball-stars-2019/1/basketball-stars-2019-thumbnail.mp4,"https://images.crazygames.com/games/basketball-stars-2019/thumb-1559122887817.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/basketball-stars-2019,"
Basketball Stars ","
8.9 ",home
zombsroyaleio,https://videos.crazygames.com/zombsroyaleio/1/zombsroyaleio-180x111.mp4,"https://images.crazygames.com/zombsroyaleio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/zombsroyaleio,"
Zombs Royale (ZombsRoyale.io) ","
9.3 ",home
crazy-roll-3d,https://videos.crazygames.com/crazy-roll-3d/1/crazy-roll-3d-180x111.mp4,"https://images.crazygames.com/games/crazy-roll-3d/thumb-1551212403077.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/crazy-roll-3d,"
Crazy Roll 3D ","
9.3 ",home
slitherio,https://videos.crazygames.com/slitherio-trimmed.mp4,"https://images.crazygames.com/slitheriob.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",http://www.crazygames.com/game/slitherio,"
Slither.io ","
8.9 ",home
minecraft-classic,https://videos.crazygames.com/minecraft-classic/1/minecraft-classic-thumbnail.mp4,"https://images.crazygames.com/games/minecraft-classic/thumb-1557306677504.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/minecraft-classic,"
Minecraft Classic ","
8.7 ",home
survivio,https://videos.crazygames.com/survivio/1/survivio-180x111.mp4,"https://images.crazygames.com/survivio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/survivio,"
Surviv.io (Survivio) ","
9.4 ",home
snowball-io,https://videos.crazygames.com/snowball-io/1/snowball-io-180x111.mp4,"https://images.crazygames.com/snowball-ioc.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/snowball-io,"
Snowball.io ","
9.4 ",home
the-final-earth-2,https://videos.crazygames.com/the-final-earth-2/2/the-final-earth-2-thumbnail.mp4,"https://images.crazygames.com/games/the-final-earth-2/thumb-1560249910117.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/the-final-earth-2,"
The Final Earth 2 ","
9.4 ",home
amazing-strange-rope-police-vice-spider,https://videos.crazygames.com/amazing-strange-rope-police-vice-spider/1/amazing-strange-rope-police-vice-spider-180x111.mp4,"https://images.crazygames.com/amazing-strange-rope-police-vice-spider-vegas.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/amazing-strange-rope-police-vice-spider,"
Amazing Strange Rope Police ","
9.3 ",home
creepy-granny-scream-scary-freddy,https://videos.crazygames.com/creepy-granny-scream-scary-freddy/1/creepy-granny-scream-scary-freddy-180x111.mp4,"https://images.crazygames.com/creepy-granny-scream-scary-freddy-horror-game.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/creepy-granny-scream-scary-freddy,"
Creepy Granny Scream: Scary Freddy ","
9.0 ",home
sword-io,https://videos.crazygames.com/sword-io/1/sword-io-thumbnail.mp4,"https://images.crazygames.com/games/sword-io/thumb-1559566041575.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/sword-io,"
Sword.io ","
9.5 ",home
combat-5,https://videos.crazygames.com/combat-5/1/combat-5-180x111.mp4,"https://images.crazygames.com/combat5.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/combat-5,"
Combat 5 (Combat Online) ","
9.3 ",home
agmaio,https://videos.crazygames.com/agmaio/1/agmaio-180x111.mp4,"https://images.crazygames.com/agmaio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",http://www.crazygames.com/game/agmaio,"
Agma.io ","
9.2 ",home
paper-minecraft,https://videos.crazygames.com/paper-minecraft/1/paper-minecraft-180x111.mp4,"https://images.crazygames.com/paperminecraft.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/paper-minecraft,"
Paper Minecraft ","
9.2 ",home
anova,https://videos.crazygames.com/anova/1/anova-thumbnail.mp4,"https://images.crazygames.com/games/anova/thumb-1560281251207.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/anova,"
ANOVA ","
9.5 ",home
yohoho-io,https://videos.crazygames.com/yohoho-io/1/yohoho-io-thumbnail.mp4,"https://images.crazygames.com/games/yohoho-io/thumb-1554396720549.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/yohoho-io,"
Yohoho.io ","
9.3 ",home
moto-x3m-pool-party,https://videos.crazygames.com/moto-x3m-pool-party/1/moto-x3m-pool-party-180x111.mp4,"https://images.crazygames.com/games/moto-x3m-pool-party/thumb-1551694459719.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/moto-x3m-pool-party,"
Moto X3M 5: Pool Party ","
9.2 ",home
rooftop-snipers,https://videos.crazygames.com/rooftop-snipers/1/rooftop-snipers-180x111.mp4,"https://images.crazygames.com/rooftopsnipersb.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/rooftop-snipers,"
Rooftop Snipers ","
9.2 ",home
derby-crash-2,https://videos.crazygames.com/derby-crash-2/1/derby-crash-2-thumbnail.mp4,"https://images.crazygames.com/games/derby-crash-2/thumb-1560196985581.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/derby-crash-2,"
Derby Crash 2 ","
9.4 ",home
crazy-shooters-2,https://videos.crazygames.com/crazy-shooters-2/1/crazy-shooters-2-180x111.mp4,"https://images.crazygames.com/crazyshooters2.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/crazy-shooters-2,"
Crazy Shooters 2 ","
9.2 ",home
evowarsio,https://videos.crazygames.com/evowarsio/1/evowarsio-180x111.mp4,"https://images.crazygames.com/evowarsio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/evowarsio,"
EvoWars.io ","
8.9 ",home
hole-io,https://videos.crazygames.com/hole-io/1/hole-io-180x111.mp4,"https://images.crazygames.com/holeiob.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/hole-io,"
Hole.io ","
9.2 ",home
air-wars-2,https://videos.crazygames.com/air-wars-2/1/air-wars-2-180x111.mp4,"https://images.crazygames.com/airwars2.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/air-wars-2,"
Air Wars 2 ","
9.3 ",home
the-impossible-quiz,https://videos.crazygames.com/the-impossible-quiz.mp4,"https://images.crazygames.com/theimpossiblequiz.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/the-impossible-quiz,"
The Impossible Quiz ","
8.8 ",home
crazy-pixel-apocalypse,https://videos.crazygames.com/crazy-pixel-apocalypse/1/crazy-pixel-apocalypse-180x111.mp4,"https://images.crazygames.com/crazypixelapocalypse.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/crazy-pixel-apocalypse,"
Crazy Pixel Apocalypse ","
9.3 ",home
color-tunnel,https://videos.crazygames.com/tunnel-rushb.mp4,"https://images.crazygames.com/tunnelrushb.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/color-tunnel,"
Color Tunnel ","
9.3 ",home
12-minibattles,https://videos.crazygames.com/12-minibattles/3/12-minibattles-180x111.mp4,"https://images.crazygames.com/games/12-minibattles/thumb-1555069415831.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/12-minibattles,"
12 MiniBattles ","
8.9 ",home
doge-miner-2,https://videos.crazygames.com/doge-miner-2/1/doge-miner-2-180x111.mp4,"https://images.crazygames.com/dogeminer2.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/doge-miner-2,"
Doge Miner 2 ","
9.4 ",home
super-ninja-hero,https://videos.crazygames.com/super-ninja-hero/1/super-ninja-hero-thumbnail.mp4,"https://images.crazygames.com/games/super-ninja-hero/thumb-1560268430740.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/super-ninja-hero,"
Super Ninja Hero ","
8.0 ",home
buildroyale-io,https://videos.crazygames.com/buildroyale-io/1/buildroyale-io-180x111.mp4,"https://images.crazygames.com/buildroyaleio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/buildroyale-io,"
BuildRoyale.io ","
9.3 ",home
the-spear-stickman,https://videos.crazygames.com/the-spear-stickman.mp4,"https://images.crazygames.com/games/the-spear-stickman/thumb-1560335975886.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/the-spear-stickman,"
The Spear Stickman ","
9.1 ",home
fat-hooks,https://videos.crazygames.com/fat-hooks/1/fat-hooks-thumbnail.mp4,"https://images.crazygames.com/games/fat-hooks/thumb-1560260510379.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/fat-hooks,"
Fat Hooks ","
9.3 ",home
paper-io-2,https://videos.crazygames.com/paper-io-2/1/paper-io-2-thumbnail.mp4,"https://images.crazygames.com/games/paper-io-2/thumb-1553281865489.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/paper-io-2,"
Paper.io 2 ","
9.3 ",home
subway-clash-remastered,https://videos.crazygames.com/subway-clash-remastered/1/subway-clash-remastered-180x111.mp4,"https://images.crazygames.com/games/subway-clash-remastered/thumb-1549435208006.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/subway-clash-remastered,"
Subway Clash Remastered ","
9.2 ",home
wormateio,https://videos.crazygames.com/wormateio-trimmed.mp4,"https://images.crazygames.com/games/wormateio/thumb-1558096911673.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/wormateio,"
 Wormate.io ","
9.1 ",home
vex-4,https://videos.crazygames.com/vex-4/1/vex-4-180x111.mp4,"https://images.crazygames.com/games/vex-4/thumb-1541674261029.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/vex-4,"
Vex 4 ","
9.3 ",home
minigiants-io,https://videos.crazygames.com/minigiants-io/1/minigiants-io-180x111.mp4,"https://images.crazygames.com/minigiantsio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/minigiants-io,"
MiniGiants.io ","
9.2 ",home
tank-off,https://videos.crazygames.com/tank-off/1/tank-off-180x111.mp4,"https://images.crazygames.com/tankoffb.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/tank-off,"
Tank Off ","
9.3 ",home
fireboy-and-watergirl-the-forest-temple,https://videos.crazygames.com/fireboy-and-watergirl-the-forest-temple.mp4,"https://images.crazygames.com/fireboyandwatergirltheforesttempleb.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/fireboy-and-watergirl-the-forest-temple,"
Fireboy and Watergirl in the Forest Temple ","
9.0 ",home
stop-the-darkness,https://videos.crazygames.com/stop-the-darkness/1/stop-the-darkness-thumbnail.mp4,"https://images.crazygames.com/games/stop-the-darkness/thumb-1560246027227.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/stop-the-darkness,"
Stop the Darkness ","
8.8 ",home
tap-tap-shots,https://videos.crazygames.com/tap-tap-shots/1/tap-tap-shots-180x111.mp4,"https://images.crazygames.com/taptapshots.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/tap-tap-shots,"
Tap-Tap Shots ","
8.4 ",home
wolf-simulator-wild-animals-3d,https://videos.crazygames.com/wolf-simulator-wild-animals-3d.mp4,"https://images.crazygames.com/games/wolf-simulator-wild-animals-3d/thumb-1551440243359.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/wolf-simulator-wild-animals-3d,"
Wolf Simulator: Wild Animals 3D ","
9.4 ",home
uno-online,https://videos.crazygames.com/uno-online/2/uno-online-180x111.mp4,"https://images.crazygames.com/4colorspgs.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/uno-online,"
UNO Online ","
8.9 ",home
moto-x3m-4,https://videos.crazygames.com/moto-x3m-4b.mp4,"https://images.crazygames.com/motox3m4.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/moto-x3m-4,"
Moto X3M 4 Winter ","
9.3 ",home
hunter-and-props,https://videos.crazygames.com/hunter-and-props/1/hunter-and-props-180x111.mp4,"https://images.crazygames.com/games/hunter-and-props/thumb-1553070259665.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/hunter-and-props,"
Hunter and Props ","
9.1 ",home
jet-rush,https://videos.crazygames.com/jet-rush/1/jet-rush-180x111.mp4,"https://images.crazygames.com/jetrush.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/jet-rush,"
Jet Rush ","
9.3 ",home
war-brokers-io,https://videos.crazygames.com/war-brokers-io/1/war-brokers-io-180x111.mp4,"https://images.crazygames.com/warbrokersiob.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/war-brokers-io,"
War Brokers (.io) ","
9.1 ",home
death-chase,https://videos.crazygames.com/death-chase/1/death-chase-180x111.mp4,"https://images.crazygames.com/deathchase.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/death-chase,"
Death Chase ","
9.2 ",home
wheely-8,https://videos.crazygames.com/wheely-8-trimmed.mp4,"https://images.crazygames.com/wheely8.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/wheely-8,"
Wheely 8 ","
9.1 ",home
derbycrash,https://videos.crazygames.com/derbycrash/1/derbycrash-thumbnail.mp4,"https://images.crazygames.com/games/derbycrash/thumb-1556042642213.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/derbycrash,"
Derby Crash ","
9.4 ",home
farm-clash-3d,https://videos.crazygames.com/farm-clash-3d/1/farm-clash-3d-180x111.mp4,"https://images.crazygames.com/farm-clash-3d.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/farm-clash-3d,"
Farm Clash 3D ","
9.3 ",home
pacman-io,https://videos.crazygames.com/pacman-io/1/pacman-io-180x111.mp4,"https://images.crazygames.com/pacmanio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/pacman-io,"
PacMan.io ","
9.0 ",home
moomooio,https://videos.crazygames.com/moomooio/2/moomooio-thumbnail.mp4,"https://images.crazygames.com/moomooio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/moomooio,"
MooMoo.io ","
9.0 ",home
the-world-s-easyest-game,https://videos.crazygames.com/the-world-s-easyest-game/1/the-world-s-easyest-game-180x111.mp4,"https://images.crazygames.com/theworldseasyestgame.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/the-world-s-easyest-game,"
The World's Easyest Game ","
8.8 ",home
moomoo-io-sandbox,https://videos.crazygames.com/moomoo-io-sandbox/1/moomoo-io-sandbox-thumbnail.mp4,"https://images.crazygames.com/games/moomoo-io-sandbox/thumb-1556105548041.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/moomoo-io-sandbox,"
MooMoo.io Sandbox ","
9.2 ",home
striker-dummies,https://videos.crazygames.com/striker-dummies/2/striker-dummies-thumbnail.mp4,"https://images.crazygames.com/games/striker-dummies/thumb-1559210045521.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/striker-dummies,"
Striker Dummies ","
9.1 ",home
tiger-simulator-3d,https://videos.crazygames.com/tiger-simulator-3d/1/tiger-simulator-3d-180x111.mp4,"https://images.crazygames.com/tigersimulator3d.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/tiger-simulator-3d,"
Tiger Simulator 3D ","
9.4 ",home
getaway-shootout,https://videos.crazygames.com/getaway-shootout/1/getaway-shootout-180x111.mp4,"https://images.crazygames.com/getawayshootoutb.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/getaway-shootout,"
Getaway Shootout ","
9.2 ",home
mahjong-classic,https://videos.crazygames.com/mahjong-classic/1/mahjong-classic-180x111.mp4,"https://images.crazygames.com/mahjongclassic.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/mahjong-classic,"
Mahjong Classic ","
8.5 ",home
brutalmania-io,https://videos.crazygames.com/brutalmania-io/1/brutalmania-io-180x111.mp4,"https://images.crazygames.com/brutalmaniaiob.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/brutalmania-io,"
BrutalMania.io (Brutal Mania) ","
9.1 ",home
drednot-io,https://videos.crazygames.com/drednot-io/2/drednot-io-180x111.mp4,"https://images.crazygames.com/games/drednot-io/thumb-1552672128167.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/drednot-io,"
Drednot.io ","
9.2 ",home
scar,https://videos.crazygames.com/scar/1/scar-thumbnail.mp4,"https://images.crazygames.com/games/scar/thumb-1552469845903.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/scar,"
SCAR ","
9.2 ",home
grow-defense,https://videos.crazygames.com/grow-defense/2/grow-defense-180x111.mp4,"https://images.crazygames.com/grow-defense?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/grow-defense,"
Grow Defense ","
9.2 ",home
moto-x3m,https://videos.crazygames.com/moto-x3m-trimmed.mp4,"https://images.crazygames.com/moto-x3me.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/moto-x3m,"
Moto X3M ","
9.2 ",home
skribblio,https://videos.crazygames.com/skribblio-trimmed.mp4,"https://images.crazygames.com/skribblio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/skribblio,"
Skribbl.io ","
8.8 ",home
hole-io-online,https://videos.crazygames.com/hole-io-online/1/hole-io-online-thumbnail.mp4,"https://images.crazygames.com/games/hole-io-online/thumb-1553520236734.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/hole-io-online,"
Hole.io Online ","
9.2 ",home
short-life,https://videos.crazygames.com/short-life/1/short-life-180x111.mp4,"https://images.crazygames.com/shortlife.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/short-life,"
Short Life ","
8.9 ",home
cat-simulator-kitty-craft,https://videos.crazygames.com/cat-simulator--kitty-craft.mp4,"https://images.crazygames.com/catsimulatorkittycrafte.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/cat-simulator-kitty-craft,"
Cat Simulator: Kitty Craft ","
9.3 ",home
drift-hunters,https://videos.crazygames.com/drift-hunters/1/drift-hunters-180x111.mp4,"https://images.crazygames.com/games/drift-hunters/thumb-1550871293230.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/drift-hunters,"
Drift Hunters ","
9.1 ",home
motor-wars-2,https://videos.crazygames.com/motor-wars-2/1/motor-wars-2-180x111.mp4,"https://images.crazygames.com/motor-wars-2?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/motor-wars-2,"
Motor Wars 2 ","
8.9 ",home
rally-point,https://videos.crazygames.com/rally-point/1/rally-point-180x111.mp4,"https://images.crazygames.com/games/rally-point/thumb-1551179513277.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/rally-point,"
Rally Point ","
8.9 ",home
russian-car-driver-zil-130,https://videos.crazygames.com/russian-car-driver-zil-130/1/russian-car-driver-zil-130-180x111.mp4,"https://images.crazygames.com/russiancardriverzil130.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/russian-car-driver-zil-130,"
Russian Car Driver ZIL 130 ","
9.1 ",home
bomb-it-7,https://videos.crazygames.com/bomb-it-7/1/bomb-it-7-180x111.mp4,"https://images.crazygames.com/bombit7.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/bomb-it-7,"
Bomb It 7 ","
8.8 ",home
4x4-offroader,https://videos.crazygames.com/4x4-offroader/1/4x4-offroader-thumbnail.mp4,"https://images.crazygames.com/games/4x4-offroader/thumb-1556203005768.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/4x4-offroader,"
4x4 Offroader ","
9.2 ",home
horse-family-animal-simulator-3d,https://videos.crazygames.com/horse-family-animal-simulator-3d/1/horse-family-animal-simulator-3d-180x111.mp4,"https://images.crazygames.com/horse-family-animal-simulator-3d.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/horse-family-animal-simulator-3d,"
Horse Simulator 3D ","
9.4 ",home
madalin-cars-multiplayer,https://videos.crazygames.com/madalin-cars-multiplayer/1/madalin-cars-multiplayer-180x111.mp4,"https://images.crazygames.com/madalincarsmultiplayer.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/madalin-cars-multiplayer,"
Madalin Cars Multiplayer ","
9.2 ",home
zombsio,https://videos.crazygames.com/zombsio/1/zombsio-180x111.mp4,"https://images.crazygames.com/zombsio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",http://www.crazygames.com/game/zombsio,"
Zombs.io ","
9.3 ",home
goodgame-big-farm,https://videos.crazygames.com/goodgame-big-farm-trimmed.mp4,"https://images.crazygames.com/goodgamebigfarmb.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/goodgame-big-farm,"
Goodgame Big Farm ","
8.8 ",home
bubble-shooter-classic,https://videos.crazygames.com/bubble-shooter-classic/1/bubble-shooter-classic-180x111.mp4,"https://images.crazygames.com/bubbleshooterclassic.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/bubble-shooter-classic,"
Bubble Shooter ","
8.9 ",home
super-hot,https://videos.crazygames.com/super-hot/1/super-hot-thumbnail.mp4,"https://images.crazygames.com/games/super-hot/thumb-1560179425892.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/super-hot,"
SuperHot ","
8.8 ",home
fireboy-and-watergirl-5-elements,https://videos.crazygames.com/fireboy-and-watergirl-5-elements/1/fireboy-and-watergirl-5-elements-180x111.mp4,"https://images.crazygames.com/fireboyandwatergirl5.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/fireboy-and-watergirl-5-elements,"
Fireboy and Watergirl 5: Elements ","
8.9 ",home
cellz-io,https://videos.crazygames.com/cellz-io/1/cellz-io-180x111.mp4,"https://images.crazygames.com/cellzio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",http://www.crazygames.com/game/cellz-io,"
Cellz.io ","
8.9 ",home
kart-wars,https://videos.crazygames.com/kart-wars/1/kart-wars-180x111.mp4,"https://images.crazygames.com/kart-wars.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/kart-wars,"
Kart Wars ","
9.3 ",home
water-wars,https://videos.crazygames.com/water-wars/1/water-wars-thumbnail.mp4,"https://images.crazygames.com/games/water-wars/thumb-1554406317013.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/water-wars,"
Water Wars ","
9.4 ",home
skate-hooligans,https://videos.crazygames.com/skate-hooligans-trimmed.mp4,"https://images.crazygames.com/skatehooligansb.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/skate-hooligans,"
Skate Hooligans ","
9.1 ",home
ghost-sniper,https://videos.crazygames.com/ghost-sniper/2/ghost-sniper-180x111.mp4,"https://images.crazygames.com/ghostsniper.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/ghost-sniper,"
Ghost Sniper ","
8.8 ",home
zombie-outbreak-arena,https://videos.crazygames.com/zombie-outbreak-arena/2/zombie-outbreak-arena-thumbnail.mp4,"https://images.crazygames.com/games/zombie-outbreak-arena/thumb-1560257367984.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/zombie-outbreak-arena,"
Zombie Outbreak Arena ","
9.0 ",home
colorful,https://videos.crazygames.com/colorful/1/colorful-thumbnail.mp4,"https://images.crazygames.com/games/colorful/thumb-1560254882959.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/colorful,"
Colorful Mix Drink ","
8.8 ",home
tileman-io,https://videos.crazygames.com/tileman-io/1/tileman-io-180x111.mp4,"https://images.crazygames.com/tilemanio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",http://www.crazygames.com/game/tileman-io,"
TileMan.io ","
8.7 ",home
dog-simulator-3d,https://videos.crazygames.com/dog-simulator-3d/1/dog-simulator-3d-180x111.mp4,"https://images.crazygames.com/dog-simulator-3db.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/dog-simulator-3d,"
Dog Simulator 3D ","
9.3 ",home
ninja-io,https://videos.crazygames.com/ninja-io/1/ninja-io-180x111.mp4,"https://images.crazygames.com/ninjaio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/ninja-io,"
Ninja.io ","
9.1 ",home
mopeio,https://videos.crazygames.com/mopeio-trimmed.mp4,"https://images.crazygames.com/mopeio.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",http://www.crazygames.com/game/mopeio,"
Mope.io ","
8.9 ",home
germ-war,https://videos.crazygames.com/germ-war/1/germ-war-thumbnail.mp4,"https://images.crazygames.com/games/germ-war/thumb-1559764773422.png?auto=format,compress&ch=DPR&q=90&cs=strip&w=180",https://www.crazygames.com/game/germ-war,"
Germ War ","
8.5 ",home
